score,NumberOfInstances,NumberOfFeatures,NumberOfClasses,PercentageOfNumericAtts,PercentageOfNominalAtts,PercentageOfBinaryAtts,PercentageOfMissingValues,ClassEntropy,MeanMutualInformation,MeanAttributeEntropy,MeanSkewnessOfNumericAtts,MeanKurtosisOfNumericAtts,MeanStdDevOfNumericAtts,NumberOfInstancesWithMissingValues,Dimensionality,EquivalentNumberOfAtts,IncompleteInstanceCount,MajorityClassSize,MinorityClassSize,MaxNominalAttDistinctValues,MeanNominalAttDistinctValues,MeanMeansOfNumericAtts,NegativePercentage,PositivePercentage,NoiseToSignalRatio
0.805521000000000,797,5,2,0.0,0.8,0.2,0.0,0.7107483185701138,0.005644439214245085,2.016975283182629,0.0,0.0,0.0,0,0.006273525721455458,125.92009437826373,0.0,642,155,9.0,5.25,0.0,0.8055207026348808,0.1944792973651192,356.3384718347771
0.563800000000000,2500,101,3,0.5742574257425742,0.4158415841584158,0.0891089108910891,0.0,1.3178953215268463,0.00362109064949862,1.8892119779034748,0.06731345000231798,-1.14353325643018,625.3193617380957,0,0.0404,363.9498286819535,0.0,1173,196,6.0,4.0,2902.2588767862067,0.4692,0.0784,520.7245743806654
1.000000000000000,600,62,2,0.967741935483871,0.016129032258064516,0.0,0.0,0.6500224216483541,0.6500224216483534,9.228818690495897,0.03389135049768174,-0.5668173757396456,9.751691244348073,0,0.10333333333333333,1.000000000000001,0.0,500,100,600.0,600.0,30.09216547038888,0.8333333333333334,0.16666666666666666,13.19769285356816
0.747036000000000,506,14,2,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.0,0.978070970973496,0.005443706596861608,0.3628184439419491,0.6788151830151105,3.8280338282051276,28.97522202098176,0,0.02766798418972332,179.6700379732756,0.0,297,209,2.0,2.0,75.90770013504606,0.5869565217391305,0.41304347826086957,65.64915485179166
0.806483000000000,1000000,20,7,0.0,0.95,0.0,0.0,2.8073499433070728,0.4177056304511431,0.8758223591349694,0.0,0.0,0.0,0,0.000020000000000,6.720881258591112,0.0,143586,142366,3.0,2.8947368421052633,0.0,0.143586,0.142366,1.0967453998382477
0.726316000000000,285,8,2,0.375,0.5,0.125,0.011842105263157895,0.9785707523227567,0.11766762213108126,2.601224878946244,-0.07478737241029121,-1.1439178618117214,7.081738683385237,18,0.028070175438596492,8.316397787257337,18.0,167,118,95.0,25.75,27.334509028713217,0.5859649122807018,0.41403508771929826,21.106547509292657
0.460938000000000,1024,3,4,0.3333333333333333,0.3333333333333333,0.0,0.0,1.8493804069130797,-1.0,-1.0,0.724524233785228,-0.13161750621865043,15.13884019628642,0,0.0029296875,-1.0,0.0,404,94,4.0,4.0,134.1298828125,0.39453125,0.091796875,-1.0
0.475000000000000,400,8,2,0.875,0.0,0.0,0.0,0.9998376907209825,-1.0,-1.0,1.3122711008345693,4.475780530540115,5.226212978713961,0,0.02,-1.0,0.0,203,197,-1.0,-1.0,19.96645139285714,0.5075,0.4925,-1.0
0.830033000000000,303,14,5,0.42857142857142855,0.5,0.21428571428571427,0.0016501650165016502,-1.0,0.1085958722262792,1.114923775043357,0.5912946683274051,1.0574151345677425,17.242572138452264,7,0.0462046204620462,-9.208453134538287,7.0,165,0,4.0,2.7142857142857144,97.26918178395022,0.5445544554455446,0.0,9.26672333106926
0.972088000000000,5589,37,2,0.972972972972973,0.0,0.0,0.0,0.03853718088787195,-1.0,-1.0,17.144694345951944,681.3146972709127,840.5525122475997,0,0.006620146716765074,-1.0,0.0,5566,23,-1.0,-1.0,80.89554874654591,0.9958847736625515,0.00411522633744856,-1.0
0.843578000000000,2001,3,2,0.6666666666666666,0.0,0.0,0.0,0.7964999003057881,-1.0,-1.0,-1.4567127342433874,7.855287470660337,288.9785513895649,0,0.0014992503748125937,-1.0,0.0,1519,482,-1.0,-1.0,501.54790104947523,0.7591204397801099,0.24087956021989004,-1.0
0.660000000000000,50,6,2,0.6666666666666666,0.16666666666666666,0.0,0.0,0.9988455359952018,0.9988455359952013,5.643856189774728,-0.03276938384181727,1.1637780310075685,324.0958799688382,0,0.12,1.0000000000000004,0.0,26,24,50.0,50.0,2299.2974999999997,0.52,0.48,4.6503793493470065
0.915789000000000,475,4,2,0.25,0.5,0.0,0.0,0.5530919600687171,0.12523506850813537,2.321928094887362,0.0,-1.2104421052631582,5.483000195079379,0,0.008421052631578947,4.416430370961052,0.0,414,61,5.0,5.0,10.0,0.871578947368421,0.12842105263157894,17.54055834797206
1.000000000000000,12960,9,2,0.0,0.8888888888888888,0.1111111111111111,0.0,0.9182958340544896,0.11478697925680685,1.7077222622214983,0.0,0.0,0.0,0,0.000694444444444,8.000000000000302,0.0,8640,4320,5.0,3.375,0.0,0.6666666666666666,0.3333333333333333,13.8773168636218
0.568982500000000,1504,2887,13,0.9996536196744025,0.0,0.0,0.0,2.6352302690225855,-1.0,-1.0,15.40764886077819,298.8730745980956,0.17612578717537333,0,1.9195478723404256,-1.0,0.0,608,11,-1.0,-1.0,0.02964398010940569,0.40425531914893614,0.007313829787234043,-1.0
0.810398000000000,327,38,2,0.9736842105263158,0.0,0.0,0.0,0.5531453183526466,-1.0,-1.0,3.552501655062829,22.187791423106514,4655.66905591761,0,0.1162079510703364,-1.0,0.0,285,42,-1.0,-1.0,1462.387446069922,0.8715596330275229,0.12844036697247707,-1.0
0.795045000000000,4601,58,2,0.9827586206896551,0.0,0.0,0.0,0.9673602371807668,-1.0,-1.0,11.181776397008711,240.85369858253003,15.193997694546765,0,0.012605955227124538,-1.0,0.0,2788,1813,-1.0,-1.0,6.150770191072117,0.6059552271245382,0.39404477287546186,-1.0
0.979452000000000,146,10937,2,0.9999085672487885,0.0,0.0,0.0,0.9978331126389139,-1.0,-1.0,2.3012747014314097,11.954707243909585,1755.4515885662975,0,74.91095890410959,-1.0,0.0,77,69,-1.0,-1.0,3406.0174196570692,0.5273972602739726,0.4726027397260274,-1.0
0.869231000000000,130,4,2,0.5,0.25,0.0,0.0,1.0,1.0,7.022367813028455,-0.1724989386001503,-1.2421464358625167,18.971729355679237,0,0.03076923076923077,1.0,0.0,65,65,130.0,130.0,33.07146923076923,0.5,0.5,6.022367813028455
0.760000000000000,250,51,2,0.9803921568627451,0.0,0.0,0.0,0.9970433402104208,-1.0,-1.0,0.0033380162878960413,-1.187514980584821,1.0000000307277819,0,0.204,-1.0,0.0,133,117,-1.0,-1.0,0.000000005360000,0.532,0.468,-1.0
0.845361000000000,294,14,5,0.42857142857142855,0.5,0.21428571428571427,0.18999028182701652,-1.0,0.12451521324785095,0.8866967039171014,0.5542788369697303,1.0304833228679429,19.59908149082563,293,0.047619047619047616,-8.031147149942814,293.0,188,0,4.0,2.7142857142857144,95.16243401688388,0.6394557823129252,0.0,6.121191706527517
0.842431500000000,403,6,5,,,,,,,,,,,0,,,,129,24,,,,,,
0.825397000000000,189,10,2,0.2,0.7,0.4,0.0,0.9983636725938131,0.08755472128996068,0.9621771299647529,1.0508560148400516,1.4153256588586278,17.93902914307652,0,0.05291005291005291,11.402739428379505,0.0,99,90,6.0,3.0,76.52645502645503,0.5238095238095238,0.47619047619047616,9.98943741455413
0.620000000000000,100,101,2,0.9900990099009901,0.0,0.0,0.0,0.9974015885677396,-1.0,-1.0,0.025042890850686544,-1.1114396846462014,1.0000000297255318,0,1.01,-1.0,0.0,53,47,-1.0,-1.0,0.000000002400000,0.53,0.47,-1.0
0.833333000000000,54,8,2,0.875,0.0,0.0,0.2777777777777778,0.9990102708804813,-1.0,-1.0,-0.8140816929125264,0.868162369693646,9.26652020881942,30,0.14814814814814814,-1.0,30.0,28,26,-1.0,-1.0,77.13227513227514,0.5185185185185185,0.48148148148148145,-1.0
0.802817000000000,284,11,2,0.9090909090909091,0.0,0.0,0.0,1.0,-1.0,-1.0,4.542072959608047,43.013565131902524,980.6944656834725,0,0.03873239436619718,-1.0,0.0,142,142,-1.0,-1.0,538.5440140845071,0.5,0.5,-1.0
0.904053000000000,8192,9,2,0.8888888888888888,0.0,0.0,0.0,0.9730662661337471,-1.0,-1.0,0.46929371030543654,0.695349178427348,1.0827400496945228,0,0.0010986328125,-1.0,0.0,4885,3307,-1.0,-1.0,1.6544252105865458,0.5963134765625,0.4036865234375,-1.0
0.921182000000000,203,10937,2,0.9999085672487885,0.0,0.0,0.0,0.9575534837147482,-1.0,-1.0,2.759510156023805,17.36467023490183,1872.7863685646485,0,53.87684729064039,-1.0,0.0,126,77,-1.0,-1.0,3421.3039515173095,0.6206896551724138,0.3793103448275862,-1.0
0.636000000000000,250,11,2,0.9090909090909091,0.0,0.0,0.0,0.9970433402104208,-1.0,-1.0,0.29644272510072744,-0.561540333181706,1.000000022763301,0,0.044,-1.0,0.0,133,117,-1.0,-1.0,-0.000000002800000,0.532,0.468,-1.0
0.961775000000000,10386,4,5,0.75,0.0,0.0,0.0,0.286826542019459,-1.0,-1.0,0.5190872918971796,1.9648013506033932,191.63233343573498,0,0.000385133834007,-1.0,0.0,10006,25,-1.0,-1.0,343.46623375566463,0.9634122857693048,0.0024070864625457345,-1.0
